sid,name,area
sz002221,东华能源,江苏
sh601599,鹿港科技,江苏
sz000425,徐工机械,江苏
sz000570,苏常柴Ａ,江苏
sh600475,华光股份,江苏
sh600358,国旅联合,江苏
sz002734,利民股份,江苏
sz002304,洋河股份,江苏
sh600305,恒顺醋业,江苏
sz002081,"金 螳 螂",江苏
sz002546,新联电子,江苏
sh600959,江苏有线,江苏
sh600282,南钢股份,江苏
sz300325,德威新材,江苏
sz002172,澳洋科技,江苏
sz300429,强力新材,江苏
sh600220,江苏阳光,江苏
sz002610,爱康科技,江苏
sh600794,保税科技,江苏
sz000518,四环生物,江苏
sz002708,光洋股份,江苏
sz002585,双星新材,江苏
sz300217,东方电热,江苏
sh600510,黑牡丹,江苏
sh603066,音飞储存,江苏
sz000626,如意集团,江苏
sh601799,星宇股份,江苏
sh600667,太极实业,江苏
sz002692,远程电缆,江苏
sz300356,光一科技,江苏
sh600533,栖霞建设,江苏
sz002367,康力电梯,江苏
sz002652,扬子新材,江苏
sz300279,和晶科技,江苏
sz002722,金轮股份,江苏
sh603828,柯利达,江苏
sz300260,新莱应材,江苏
sz002796,世嘉科技,江苏
sz002559,亚威股份,江苏
sz300295,三六五网,江苏
sh603017,中衡设计,江苏
sh600682,南京新百,江苏
sh601688,华泰证券,江苏
sh603528,多伦科技,江苏
sz002478,常宝股份,江苏
sz300215,电科院,江苏
sh600074,保千里,江苏
sh600064,南京高科,江苏
sz002645,华宏科技,江苏
sz002091,江苏国泰,江苏
sh601100,恒立液压,江苏
sh600078,澄星股份,江苏
sz002323,雅百特,江苏
sz002463,沪电股份,江苏
sz002659,中泰桥梁,江苏
sz300031,宝通科技,江苏
sz002274,华昌化工,江苏
sz000301,东方市场,江苏
sh600200,江苏吴中,江苏
sh603117,万林股份,江苏
sh603518,维格娜丝,江苏
sh600973,宝胜股份,江苏
sz300196,长海股份,江苏
sz002255,海陆重工,江苏
sz300447,全信股份,江苏
sz002394,联发股份,江苏
sz002071,长城影视,江苏
sz300211,亿通科技,江苏
sh600287,江苏舜天,江苏
sz002411,必康股份,江苏
sz002496,辉丰股份,江苏
sz300165,天瑞仪器,江苏
sh600280,中央商场,江苏
sh600250,南纺股份,江苏
sz002290,禾盛新材,江苏
sz002635,安洁科技,江苏
sz002455,百川股份,江苏
sz002293,罗莱生活,江苏
sz000890,"法 尔 胜",江苏
sz002002,鸿达兴业,江苏
sz002079,苏州固锝,江苏
sz300013,新宁物流,江苏
sz300029,天龙光电,江苏
sh603018,设计股份,江苏
sz002315,焦点科技,江苏
sh603366,日出东方,江苏
sh603355,莱克电气,江苏
sz300466,赛摩电气,江苏
sz300382,斯莱克,江苏
sz300393,中来股份,江苏
sz002245,澳洋顺昌,江苏
sz002156,通富微电,江苏
sz002553,南方轴承,江苏
sh600513,联环药业,江苏
sz300507,苏奥传感,江苏
sh600398,海澜之家,江苏
sz002426,胜利精密,江苏
sz300402,宝色股份,江苏
sz002080,中材科技,江苏
sh600805,悦达投资,江苏
sz300240,飞力达,江苏
sz002550,千红制药,江苏
sh600327,大东方,江苏
sz002453,天马精化,江苏
sh601199,江南水务,江苏
sz300135,宝利国际,江苏
sh601008,连云港,江苏
sz002040,"南 京 港",江苏
sz300390,天华超净,江苏
sz002531,天顺风能,江苏
sz300421,力星股份,江苏
sh600746,江苏索普,江苏
sz300420,五洋科技,江苏
sz002150,通润装备,江苏
sz002239,奥特佳,江苏
sh603158,腾龙股份,江苏
sz002576,通达动力,江苏
sz002516,旷达科技,江苏
sz000919,金陵药业,江苏
sz000936,华西股份,江苏
sh600370,DR三房巷,江苏
sz300416,苏试试验,江苏
sh600486,扬农化工,江苏
sz300509,新美星,江苏
sz300192,科斯伍德,江苏
sz002530,丰东股份,江苏
sz002435,长江润发,江苏
sz000777,中核科技,江苏
sh600889,南京化纤,江苏
sz000727,华东科技,江苏
sz300091,金通灵,江苏
sz002445,中南重工,江苏
sz002499,科林环保,江苏
sz002623,亚玛顿,江苏
sz300258,精锻科技,江苏
sh600970,中材国际,江苏
sh601007,金陵饭店,江苏
sz300160,秀强股份,江苏
sz000035,中国天楹,江苏
sz002450,康得新,江苏
sz002223,鱼跃医疗,江苏
sh603028,赛福天,江苏
sz300500,苏州设计,江苏
sh600522,中天科技,江苏
sh603699,纽威股份,江苏
sh600105,永鼎股份,江苏
sh600716,凤凰股份,江苏
sz300354,东华测试,江苏
sz300141,和顺电气,江苏
sh603005,晶方科技,江苏
sz300337,银邦股份,江苏
sz300209,天泽信息,江苏
sz002160,常铝股份,江苏
sz002438,江苏神通,江苏
sz300320,海达股份,江苏
sz300228,富瑞特装,江苏
sh601313,江南嘉捷,江苏
sz300373,扬杰科技,江苏
sz300385,雪浪环境,江苏
sz300305,裕兴股份,江苏
sh603111,DR康尼机,江苏
sh600099,林海股份,江苏
sz002747,埃斯顿,江苏
sh600487,亨通光电,江苏
sz000584,友利控股,江苏
sh603968,醋化股份,江苏
sz002074,国轩高科,江苏
sh601222,林洋能源,江苏
sz000700,模塑科技,江苏
sz300190,维尔利,江苏
sz000525,"红 太 阳",江苏
sz002391,长青股份,江苏
sz002395,双象股份,江苏
sh601155,新城控股,江苏
sz002540,亚太科技,江苏
sz002182,云海金属,江苏
sh603299,井神股份,江苏
sz002484,江海股份,江苏
sz002787,华源包装,江苏
sz002009,天奇股份,江苏
sz002090,金智科技,江苏
sh600584,长电科技,江苏
sz300201,海伦哲,江苏
sz002519,银河电子,江苏
sz002778,高科石化,江苏
sz300280,南通锻压,江苏
sz300304,云意电气,江苏
sz002077,大港股份,江苏
sh600389,江山股份,江苏
sz000551,创元科技,江苏
sz000829,天音控股,江西
sh600363,联创光电,江西
sz000899,赣能股份,江西
sh600782,新钢股份,江西
sh600228,昌九生化,江西
sh600590,泰豪科技,江西
sh600071,凤凰光学,江西
sh600507,方大特钢,江西
sz002591,恒大高新,江西
sz300497,富祥股份,江西
sz300066,三川智慧,江西
sz000789,万年青,江西
sz000550,江铃汽车,江西
sz002068,黑猫股份,江西
sz300453,三鑫医疗,江西
sz300095,华伍股份,江西
sz002176,江特电机,江西
sh600397,安源煤业,江西
sh600373,中文传媒,江西
sh600561,江西长运,江西
sh600269,赣粤高速,江西
sh600750,江中药业,江西
sz002378,章源钨业,江西
sz002695,煌上煌,江西
sz002748,世龙实业,江西
sh600362,江西铜业,江西
sz002460,赣锋锂业,江西
sh600053,九鼎投资,江西
sh600316,洪都航空,江西
sz002157,正邦科技,江西
sz000990,诚志股份,江西
sz000650,仁和药业,江西
sz000404,华意压缩,江西
sz300294,博雅生物,江西
sh600461,洪城水业,江西
sh600803,新奥股份,河北
sz002603,以岭药业,河北
sz002494,华斯股份,河北
sz002108,沧州明珠,河北
sh600480,凌云股份,河北
sh600812,华北制药,河北
sh600135,乐凯胶片,河北
sh600559,老白干酒,河北
sz300081,恒信移动,河北
sz300491,通合科技,河北
sz000687,华讯方舟,河北
sz000709,河钢股份,河北
sh600340,华夏幸福,河北
sz300371,汇中股份,河北
sz000401,冀东水泥,河北
sz300138,晨光生物,河北
sz002049,同方国芯,河北
sh601633,长城汽车,河北
sh600550,保变电气,河北
sh600965,福成股份,河北
sh600722,金牛化工,河北
sz000937,冀中能源,河北
sz002342,巨力索具,河北
sh600482,中国动力,河北
sh600997,开滦股份,河北
sz300368,汇金股份,河北
sz000413,东旭光电,河北
sz000958,东方能源,河北
sh600155,宝硕股份,河北
sz002459,天业通联,河北
sz002691,冀凯股份,河北
sz002146,荣盛发展,河北
sz000889,茂业通信,河北
sz000848,承德露露,河北
sh601000,唐山港,河北
sh601258,庞大集团,河北
sz300107,建新股份,河北
sz300255,常山药业,河北
sz300428,四通新材,河北
sz002282,博深工具,河北
sz002442,龙星化工,河北
sh600409,三友化工,河北
sz300137,先河环保,河北
sh600149,廊坊发展,河北
sz000600,建投能源,河北
sz000923,河北宣工,河北
sz000778,新兴铸管,河北
sz000158,常山股份,河北
sz300446,乐凯新材,河北
sz000895,双汇发展,河南
sh600403,大有能源,河南
sz002406,远东传动,河南
sz000719,大地传媒,河南
sh601608,中信重工,河南
sz002714,牧原股份,河南
sz002358,森源电气,河南
sz002560,通达股份,河南
sz002179,中航光电,河南
sh600781,辅仁药业,河南
sz002189,利达光电,河南
sh600020,中原高速,河南
sz300179,四方达,河南
sz002770,科迪乳业,河南
sh600439,瑞贝卡,河南
sh603566,普莱柯,河南
sh601677,明泰铝业,河南
sz300109,新开源,河南
sz002225,濮耐股份,河南
sz002536,西泵股份,河南
sz300064,豫金刚石,河南
sz002007,华兰生物,河南
sz002601,佰利联,河南
sz001896,豫能控股,河南
sz002535,林州重机,河南
sh600069,银鸽投资,河南
sh600186,莲花健康,河南
sh600207,安彩高科,河南
sz002407,多氟多,河南
sh601666,平煤股份,河南
sz300437,清水源,河南
sh603508,思维列控,河南
sh600569,安阳钢铁,河南
sh600172,黄河旋风,河南
sh600469,风神股份,河南
sz000676,智度投资,河南
sh600595,中孚实业,河南
sz002132,恒星科技,河南
sh600121,郑州煤电,河南
sz000885,同力水泥,河南
sh600312,平高电气,河南
sz002087,新野纺织,河南
sz000400,许继电气,河南
sz002046,轴研科技,河南
sh600876,洛阳玻璃,河南
sz002216,三全食品,河南
sz300259,新天科技,河南
sh600066,XD宇通客,河南
sz002582,好想你,河南
sz300007,汉威电子,河南
sh600531,豫光金铅,河南
sz300480,光力科技,河南
sh601038,一拖股份,河南
sz300248,新开普,河南
sh601717,郑煤机,河南
sz300481,濮阳惠成,河南
sz300080,易成新能,河南
sz002448,中原内配,河南
sz300263,隆华节能,河南
sh600810,神马股份,河南
sz002613,北玻股份,河南
sz002321,华英农业,河南
sh600753,东方银星,河南
sz000544,中原环保,河南
sh600222,太龙药业,河南
sz002477,雏鹰农牧,河南
sh603993,洛阳钼业,河南
sz000612,焦作万方,河南
sz002296,辉煌科技,河南
sz000949,新乡化纤,河南
sh600285,羚锐制药,河南
sz002370,亚太药业,浙江
sh603085,天成自控,浙江
sz002619,巨龙管业,浙江
sz002617,露笑科技,浙江
sz300283,温州宏丰,浙江
sh600366,宁波韵升,浙江
sz002563,森马服饰,浙江
sz000909,数源科技,浙江
sz002756,永兴特钢,浙江
sz002479,富春环保,浙江
sz002443,金洲管道,浙江
sz002326,永太科技,浙江
sh600130,波导股份,浙江
sz002569,步森股份,浙江
sz300032,金龙机电,浙江
sz300033,同花顺,浙江
sz002415,海康威视,浙江
sh600477,杭萧钢构,浙江
sz300078,思创医惠,浙江
sh603703,DR盛洋科,浙江
sz002115,三维通信,浙江
sz002712,思美传媒,浙江
sz002703,浙江世宝,浙江
sh600512,腾达建设,浙江
sz002284,亚太股份,浙江
sz002637,赞宇科技,浙江
sh603015,弘讯科技,浙江
sz002473,圣莱达,浙江
sh600884,杉杉股份,浙江
sz002103,广博股份,浙江
sh600857,宁波中百,浙江
sz300250,初灵信息,浙江
sz002686,亿利达,浙江
sz002203,海亮股份,浙江
sz300020,银江股份,浙江
sz002647,宏磊股份,浙江
sh603789,星光农机,浙江
sh600267,XD海正药,浙江
sz300478,杭州高新,浙江
sh603311,金海环境,浙江
sz002263,"大 东 南",浙江
sh601579,会稽山,浙江
sz002099,海翔药业,浙江
sz002779,中坚科技,浙江
sz000558,莱茵体育,浙江
sz002472,双环传动,浙江
sz300234,开尔新材,浙江
sz002250,联化科技,浙江
sz002120,新海股份,浙江
sz002112,三变科技,浙江
sh601113,华鼎股份,浙江
sz002372,伟星新材,浙江
sz002699,美盛文化,浙江
sz002758,华通医药,浙江
sz002012,凯恩股份,浙江
sz002522,浙江众成,浙江
sh603338,浙江鼎力,浙江
sh603788,宁波高发,浙江
sz000967,盈峰环境,浙江
sh600699,均胜电子,浙江
sz002427,尤夫股份,浙江
sz002164,宁波东力,浙江
sh603568,伟明环保,浙江
sz002133,广宇集团,浙江
sz300451,创业软件,浙江
sz002389,南洋科技,浙江
sz002586,围海股份,浙江
sz300027,华谊兄弟,浙江
sz002001,"新 和 成",浙江
sh600596,新安股份,浙江
sz300266,兴源环境,浙江
sh603520,司太立,浙江
sz002280,联络互动,浙江
sh600070,浙江富润,浙江
sz300307,慈星股份,浙江
sz002718,友邦吊顶,浙江
sz002641,永高股份,浙江
sh603901,永创智能,浙江
sh600175,美都能源,浙江
sz002602,世纪华通,浙江
sz300068,南都电源,浙江
sh603822,嘉澳环保,浙江
sz002515,金字火腿,浙江
sz300163,先锋新材,浙江
sz002625,龙生股份,浙江
sh600671,天目药业,浙江
sh600261,阳光照明,浙江
sz002793,东音股份,浙江
sz002532,新界泵业,浙江
sz300401,花园生物,浙江
sz002126,银轮股份,浙江
sz002677,浙江美大,浙江
sz002142,宁波银行,浙江
sh600576,万家文化,浙江
sh603889,新澳股份,浙江
sz300316,晶盛机电,浙江
sz300461,田中精机,浙江
sz002067,景兴纸业,浙江
sz300256,星星科技,浙江
sz002036,联创电子,浙江
sh603088,宁波精达,浙江
sh600330,天通股份,浙江
sz002624,完美环球,浙江
sz002122,天马股份,浙江
sh601233,桐昆股份,浙江
sh600571,信雅达,浙江
sz002570,贝因美,浙江
sh600763,通策医疗,浙江
sh600768,宁波富邦,浙江
sz002082,栋梁新材,浙江
sh603600,永艺股份,浙江
sz002508,老板电器,浙江
sh600176,中国巨石,浙江
sz002562,兄弟科技,浙江
sz002418,康盛股份,浙江
sz002019,亿帆鑫富,浙江
sz300306,远方光电,浙江
sz002468,艾迪西,浙江
sz002206,"海 利 得",浙江
sz000517,荣安地产,浙江
sz002006,精功科技,浙江
sh603611,诺力股份,浙江
sh600216,浙江医药,浙江
sh600460,士兰微,浙江
sh603996,中新科技,浙江
sh600160,巨化股份,浙江
sh601137,博威合金,浙江
sz300145,中金环境,浙江
sz000739,普洛药业,浙江
sh603300,华铁科技,浙江
sh600790,轻纺城,浙江
sh601567,三星医疗,浙江
sh600173,卧龙地产,浙江
sz300411,金盾股份,浙江
sz300300,汉鼎股份,浙江
sz002095,"生 意 宝",浙江
sh600987,航民股份,浙江
sz000963,华东医药,浙江
sz002032,"苏 泊 尔",浙江
sz002050,三花股份,浙江
sh603116,红蜻蜓,浙江
sz300118,东方日升,浙江
sz002085,万丰奥威,浙江
sz002634,棒杰股份,浙江
sh600232,金鹰股份,浙江
sh600668,尖峰集团,浙江
sz002615,哈尔斯,浙江
sz300113,顺网科技,浙江
sh600114,东睦股份,浙江
sz002010,传化股份,浙江
sh603010,万盛股份,浙江
sz300025,华星创业,浙江
sh603222,济民制药,浙江
sz002440,闰土股份,浙江
sz300426,唐德影视,浙江
sh600226,升华拜克,浙江
sz300441,鲍斯股份,浙江
sz002224,"三 力 士",浙江
sz002489,浙江永强,浙江
sz002034,"美 欣 达",浙江
sz000925,众合科技,浙江
sz002273,水晶光电,浙江
sz002064,华峰氨纶,浙江
sh600537,亿晶光电,浙江
sz000156,华数传媒,浙江
sh603456,九洲药业,浙江
sz002343,慈文传媒,浙江
sz002276,万马股份,浙江
sz002003,伟星股份,浙江
sh601877,正泰电器,浙江
sh600120,浙江东方,浙江
sh600113,浙江东日,浙江
sz002633,申科股份,浙江
sz300076,GQY视讯,浙江
sz300144,宋城演艺,浙江
sz300488,恒锋工具,浙江
sz300069,金利华电,浙江
sh603726,朗迪集团,浙江
sh600152,维科精华,浙江
sz300459,浙江金科,浙江
sz300435,中泰股份,浙江
sh600283,钱江水利,浙江
sz300329,海伦钢琴,浙江
sz002322,理工环科,浙江
sh601789,宁波建工,浙江
sz002687,乔治白,浙江
sz002767,先锋电子,浙江
sh600683,京投银泰,浙江
sz002021,中捷资源,浙江
sh600051,宁波联合,浙江
sz000607,华媒控股,浙江
sh600352,浙江龙盛,浙江
sz002574,明牌珠宝,浙江
sh600526,菲达环保,浙江
sz002795,永和智控,浙江
sz002318,久立特材,浙江
sh600521,华海药业,浙江
sz002664,信质电机,浙江
sh601177,杭齿前进,浙江
sh603997,继峰股份,浙江
sh600059,古越龙山,浙江
sz300257,开山股份,浙江
sh600273,嘉化能源,浙江
sz002062,宏润建设,浙江
sh600830,香溢融通,浙江
sz002364,中恒电气,浙江
sh600077,宋都股份,浙江
sh603806,福斯特,浙江
sz002434,万里扬,浙江
sz300203,聚光科技,浙江
sz300412,迦南科技,浙江
sh603799,华友钴业,浙江
sz002043,"兔 宝 宝",浙江
sh600177,雅戈尔,浙江
sh601116,三江购物,浙江
sz002144,宏达高科,浙江
sh600415,小商品城,浙江
sz002214,大立科技,浙江
sz002488,金固股份,浙江
sz002196,方正电机,浙江
sh600572,康恩贝,浙江
sz002725,跃岭股份,浙江
sh603558,健盛集团,浙江
sh600633,浙报传媒,浙江
sz002632,道明光学,浙江
sz002444,巨星科技,浙江
sz002381,双箭股份,浙江
sh603168,莎普爱思,浙江
sz300111,向日葵,浙江
sz002236,大华股份,浙江
sh600724,宁波富达,浙江
sh600776,东方通信,浙江
sz300347,泰格医药,浙江
sz002131,利欧股份,浙江
sz002493,荣盛石化,浙江
sz002247,帝龙新材,浙江
sh603618,杭电股份,浙江
sz002552,宝鼎科技,浙江
sh600126,杭钢股份,浙江
sh600491,龙元建设,浙江
sz000559,万向钱潮,浙江
sz300360,炬华科技,浙江
sz002124,天邦股份,浙江
sh600052,浙江广厦,浙江
sh600290,华仪电气,浙江
sh600208,新湖中宝,浙江
sz002154,"报 喜 鸟",浙江
sh600798,宁波海运,浙江
sz002730,电光科技,浙江
sz000705,浙江震元,浙江
sh601018,宁波港,浙江
sz002520,日发精机,浙江
sz300314,戴维医疗,浙江
sz300181,佐力药业,浙江
sz002404,嘉欣丝绸,浙江
sh603001,奥康国际,浙江
sh600387,海越股份,浙江
sz002534,杭锅股份,浙江
sh600982,宁波热电,浙江
sh601002,晋亿实业,浙江
sz002056,横店东磁,浙江
sz002590,万安科技,浙江
sz002375,亚厦股份,浙江
sh600814,杭州解百,浙江
sh600580,卧龙电气,浙江
sh603701,德宏股份,浙江
sh600865,百大集团,浙江
sz002135,东南网架,浙江
sz300439,美康生物,浙江
sz002020,京新药业,浙江
sh603606,东方电缆,浙江
sz300351,永贵电器,浙江
sh600704,物产中大,浙江
sz300357,我武生物,浙江
sz002266,浙富控股,浙江
sz000918,嘉凯城,浙江
sz002648,卫星石化,浙江
sh600235,民丰特纸,浙江
sh600023,浙能电力,浙江
sz002344,海宁皮城,浙江
sz002403,爱仕达,浙江
sz002119,康强电子,浙江
sh600797,浙大网新,浙江
sh600570,恒生电子,浙江
sh601339,百隆东方,浙江
sh600677,航天通信,浙江
sh601689,拓普集团,浙江
sz300349,金卡股份,浙江
sz300270,中威电子,浙江
sz300100,双林股份,浙江
sz002244,滨江集团,浙江
sz002011,盾安环境,浙江
sz300133,华策影视,浙江
sh600796,钱江生化,浙江
sz000411,英特集团,浙江
sz002188,巴士在线,浙江
sz002430,杭氧股份,浙江
sz002048,宁波华翔,浙江
sz002332,仙琚制药,浙江
sz300244,迪安诊断,浙江
sh603008,喜临门,浙江
sz300086,康芝药业,海南
sz000567,海德股份,海南
sh600896,中海海盛,海南
sh600259,广晟有色,海南
sz000503,海虹控股,海南
sz000571,新大洲Ａ,海南
sz000793,华闻传媒,海南
sz000613,大东海A,海南
sz002693,双成药业,海南
sz000572,海马汽车,海南
sz000955,欣龙控股,海南
sz300189,神农基因,海南
sh600238,海南椰岛,海南
sh600209,罗顿发展,海南
sz000566,海南海药,海南
sh601118,海南橡胶,海南
sz000735,"罗 牛 山",海南
sh600555,海航创新,海南
sh601969,海南矿业,海南
sh600515,海航基础,海南
sh600759,洲际油气,海南
sz000657,中钨高新,海南
sz000886,海南高速,海南
sh600221,海南航空,海南
sz002320,海峡股份,海南
sz002596,海南瑞泽,海南
sz002055,得润电子,深圳
sz000034,神州数码,深圳
sz300206,理邦仪器,深圳
sz300468,四方精创,深圳
sz002351,漫步者,深圳
sz000050,深天马Ａ,深圳
sz300264,佳创视讯,深圳
sz300227,光韵达,深圳
sz002763,汇洁股份,深圳
sz300154,瑞凌股份,深圳
sz000012,"南  玻Ａ",深圳
sz002218,拓日新能,深圳
sz002215,"诺 普 信",深圳
sz002436,兴森科技,深圳
sz002740,爱迪尔,深圳
sz000040,宝安地产,深圳
sz002256,彩虹精化,深圳
sz300377,赢时胜,深圳
sz300241,瑞丰光电,深圳
sh601139,深圳燃气,深圳
sh600462,石岘纸业,深圳
sh600446,金证股份,深圳
